날짜,요일,시간,,토론,긍부정여부,예측한 날,2,1
2020년 9월 11일 금요일,금요일,21,59,몰빵쳐라,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,52,코로나끝나면 30프로 조정들어온다,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,49,다들 왜 sk를 비교하냐 sk케미컬을 봐야지,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,34,카카오는 하락세 타면 최소 1년이다.,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,34,"K 방역이 허구라는 증거/방역당국, 주호영 '자가진단키트 보급' 주장에 난색",0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,18,카겜 기대감에 오른 거품 꺼지는중.,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,16,가격 조정 불가피,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,21,7,"월요일날 개떡상이네요,,",0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,20,38,붕위기 ㅋㅋㅋ우짜노,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,18,48,안티들 장 끝났는데,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,18,37,카카오 들어와~,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,18,22,ㅂㅇㅅ 같은 차트충들,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,18,18,역시 기관을 이길수없단 말인가....,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,51,아 개잡쥬시발,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,50,난 정리하고 현대차 몰빵고고,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,49,깨깨오 SK꼴나는 중인가요?,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,47,난 정리하고 현대차 몰빵고고,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,46,여기까지 ㅡ 까까오 시즌2 이제 시작합니다 .,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,39,주주는 아니고 그냥 맨날 모든 차트다보는사람인데,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,8,형들 이거 왜떨어져??,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,17,4,☆☆☆☆☆*****주주필독! 대차거래해지~!!******''☆☆☆☆,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,55,1차 34만 2차 28만 3차 12만,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,25,☆☆☆☆주주분이시라면 필독☆☆☆☆☆,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,22,나도 카카오버스 타고,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,17,"Sk , sk바이오팜이랑 다른게 없네 30만원 정도",1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,7,심약단타개미들~단타 칠려니~찬티들 안티들 속출.,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,7,카겜주식 카카오 주주에게 1주도 안준다..,0,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,16,6,☆☆《카카오》마감시황《속보》 ☆☆,1,2020년 9월 14일 월요일,,
2020년 9월 11일 금요일,금요일,8,56,잘못 샀다,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,8,54,잘가요ㅋㅋㅋ,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,8,40,갓카오 화이팅,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,8,37,떨린다.,1,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,7,46,카카오 주식 떨어지면?,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,7,41,짜식들~!!,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,7,26,카카오게임즈 상장했는데 왜 상한가 안가지?,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,7,21,증시 대하락의 증거들!,1,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,7,15,개떡락하는날이네ㅋㅋ,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,6,42,용아,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,0,57,나스닥 흘러 내리네 ..,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,0,22,카카오가 거품이라고 하는것들 보세요,0,2020년 9월 11일 금요일,,
2020년 9월 11일 금요일,금요일,0,2,100만원 갈 주식이,1,2020년 9월 11일 금요일,,
2020년 9월 12일 토요일,토요일,23,44,중국자본 투자하려던 제주,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,23,34,많이올라왔다 액면가 500원,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,23,20,앞으로,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,22,53,귀찮지만 너무 주린이들이 많아서 훈육차원으로,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,22,51,안티들아...,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,22,44,"(긴급)한국 주식 재평가, 카카오는?",0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,21,0,국민주식,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,20,50,금요일 NH 증권,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,20,25,윤영찬 깜방으로,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,19,50,솔직히 카겜 상장 후 30 예상하고 들어가려했는데,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,19,29,주봉 5일선밑으로 음봉캔들내려옴,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,19,13,하아,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,18,25,제 2의 sk 지주회사,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,17,11,카카오 32층까지 하락하다가 올라갈것 같다,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,17,0,안티 그지들,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,16,13,아니 이사람들아 차트말고 분석을해 분석을,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,8,55,월요일에,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,8,14,당분간 하방은 맞아요 이마트가 계속 오르는것 보니,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,8,4,주식은 취득세 없죠?? 2주택자 되면 취득세가 8.8%네요.,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,5,18,미래 먹거리에 대해,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,1,17,카겜 재료소멸 약발끝 이제 원위치로 가야지,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,1,16,아마존=카카오다.,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,53,하루어1~2%씩,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,42,테슬라 반등 실패 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,40,아 니길 나랑안맞는주식있네 진짜ㅜㅜ,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,28,카카오 뭘 믿었기에~~,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,20,"카카오가 썸에이지 인수합병 간다,,,,,,,,,,,,,,... 과거에도 네시삼십삼분 액션스퀘어 200억 투자했거든 그때도 인수합병 이야기 있었",1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,13,씨젠 독감 코로나 동시진단 키트 유럽 승인,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,23,44,중국자본 투자하려던 제주,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,23,34,많이올라왔다 액면가 500원,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,23,20,앞으로,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,22,53,귀찮지만 너무 주린이들이 많아서 훈육차원으로,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,22,51,안티들아...,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,22,44,"(긴급)한국 주식 재평가, 카카오는?",0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,21,0,국민주식,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,20,50,금요일 NH 증권,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,20,25,윤영찬 깜방으로,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,19,50,솔직히 카겜 상장 후 30 예상하고 들어가려했는데,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,19,29,주봉 5일선밑으로 음봉캔들내려옴,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,19,13,하아,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,18,25,제 2의 sk 지주회사,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,17,11,카카오 32층까지 하락하다가 올라갈것 같다,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,17,0,안티 그지들,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,16,13,아니 이사람들아 차트말고 분석을해 분석을,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,14,16,카카오 32층까지 하락하다가 올라갈것 같다,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,14,5,당분간 계속 하락 예정,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,14,1,그동안,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,11,46,마지막,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,10,52,안티들아 봐라,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,10,12,카카오 영상떴음!!!!!!!!!!참조,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,10,10,얼마 떨어졌다고 징징거리냐,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,9,51,본주는 원래 그런거임,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,9,46,미국 성장기술주 개폭락,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,9,25,미국 성장기술주 개폭락,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,9,10,쥬린이 입니다,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,8,55,월요일에,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,8,14,당분간 하방은 맞아요 이마트가 계속 오르는것 보니,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,8,4,주식은 취득세 없죠?? 2주택자 되면 취득세가 8.8%네요.,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,5,18,미래 먹거리에 대해,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,1,17,카겜 재료소멸 약발끝 이제 원위치로 가야지,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,1,16,아마존=카카오다.,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,53,하루어1~2%씩,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,42,테슬라 반등 실패 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,40,아 니길 나랑안맞는주식있네 진짜ㅜㅜ,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,28,카카오 뭘 믿었기에~~,1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,20,"카카오가 썸에이지 인수합병 간다,,,,,,,,,,,,,,... 과거에도 네시삼십삼분 액션스퀘어 200억 투자했거든 그때도 인수합병 이야기 있었",1,2020년 9월 14일 월요일,,
2020년 9월 12일 토요일,토요일,0,13,씨젠 독감 코로나 동시진단 키트 유럽 승인,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,28,!:현재 정보공유 방에서 주주 모집중입니다.,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,21,가쟈~,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,18,카카오 장담하는데 넥슨 엄청 노릴거다~,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,18,안판다,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,11,"난 사라고 안해, 늬들 꼴리는데로 하는거지",1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,6,추석 지내고 오면,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,0,월급쟁이와 가난뱅이가 부자되는 방법은 오로지 2가지 뿐,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,22,16,안티에는 두가지 유형이 있지,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,21,39,신용융자 17조 걱정되나요,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,21,25,돌아오는 이번주~~^^,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,20,59,여기가 기업 차원에서 댓글 조작한다는 그 기업인가,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,20,16,내일 카카오 비밀,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,19,59,바닥찍었네,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,19,28,게시판에는 등신들이 많을수록 좋음 ....,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,19,11,영구 새끼....,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,18,38,불안감 인내,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,17,24,희망회로 돌려본다,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,17,1,374.5,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,16,10,"3분기 내 9월, 카카오, 네이버 신고가 돌파한다니까",0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,16,8,이제 주식에서 떠날시점,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,6,58,삶의 진리를 깨달아야...,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,6,19,예나 지금이나~,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,2,6,카카오 주말 동영상떴어요 이제가나요?,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,0,41,갓카오다,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,28,!:현재 정보공유 방에서 주주 모집중입니다.,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,21,가쟈~,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,18,카카오 장담하는데 넥슨 엄청 노릴거다~,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,18,안판다,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,11,"난 사라고 안해, 늬들 꼴리는데로 하는거지",1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,6,추석 지내고 오면,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,23,0,월급쟁이와 가난뱅이가 부자되는 방법은 오로지 2가지 뿐,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,22,16,안티에는 두가지 유형이 있지,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,21,39,신용융자 17조 걱정되나요,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,21,25,돌아오는 이번주~~^^,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,20,59,여기가 기업 차원에서 댓글 조작한다는 그 기업인가,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,20,16,내일 카카오 비밀,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,19,59,바닥찍었네,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,19,28,게시판에는 등신들이 많을수록 좋음 ....,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,19,11,영구 새끼....,1,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,18,38,불안감 인내,0,2020년 9월 14일 월요일,,
2020년 9월 13일 일요일,일요일,17,24,희망회로 돌려본다,0,2020년 9월 14일 월요일,,
